run;confirmationTime;gasUsed;gasPrice;gasCosts
0;16334870911;87467;50000000000;4373350000000000
1;14286362389;87467;50000000000;4373350000000000
2;14314414021;87467;50000000000;4373350000000000
3;14313213743;87467;50000000000;4373350000000000
4;14054665407;87467;50000000000;4373350000000000
5;14547563683;87467;50000000000;4373350000000000
6;14213463768;87467;50000000000;4373350000000000
7;29254934606;87467;50000000000;4373350000000000
8;14269954869;87467;50000000000;4373350000000000
9;14086995568;87467;50000000000;4373350000000000
10;14192576824;87467;50000000000;4373350000000000
11;14299666334;87467;50000000000;4373350000000000
12;14220080636;87467;50000000000;4373350000000000
13;14175086160;87467;50000000000;4373350000000000
14;14443313185;87467;50000000000;4373350000000000
15;14198241919;87467;50000000000;4373350000000000
16;14302466674;87467;50000000000;4373350000000000
17;14002826726;87467;50000000000;4373350000000000
18;14487335902;87467;50000000000;4373350000000000
19;14063512343;87467;50000000000;4373350000000000
20;14433631811;87467;50000000000;4373350000000000
21;14148669129;87467;50000000000;4373350000000000
22;14264554219;87467;50000000000;4373350000000000
23;14514138935;87467;50000000000;4373350000000000
24;14103620135;87467;50000000000;4373350000000000
25;14344472941;87467;50000000000;4373350000000000
26;14196974243;87467;50000000000;4373350000000000
27;14068218020;87467;50000000000;4373350000000000
28;14271794157;87467;50000000000;4373350000000000
29;13911080711;87467;50000000000;4373350000000000
30;14344963167;87467;50000000000;4373350000000000
31;14048598640;87467;50000000000;4373350000000000
32;14176418369;87467;50000000000;4373350000000000
33;14345970234;87467;50000000000;4373350000000000
34;14269963767;87467;50000000000;4373350000000000
35;14360221368;87467;50000000000;4373350000000000
36;14103265713;87467;50000000000;4373350000000000
37;14489708146;87467;50000000000;4373350000000000
38;14026648134;87467;50000000000;4373350000000000
39;14408993385;87467;50000000000;4373350000000000
40;14142529875;87467;50000000000;4373350000000000
41;14128481789;87467;50000000000;4373350000000000
42;14378461680;87467;50000000000;4373350000000000
43;14013803320;87467;50000000000;4373350000000000
44;14193653713;87467;50000000000;4373350000000000
45;14293131237;87467;50000000000;4373350000000000
46;14250615718;87467;50000000000;4373350000000000
47;14372548323;87467;50000000000;4373350000000000
48;14269691357;87467;50000000000;4373350000000000
49;14120005157;87467;50000000000;4373350000000000
50;14285636110;87467;50000000000;4373350000000000
51;14382141016;87467;50000000000;4373350000000000
52;13945385294;87467;50000000000;4373350000000000
53;14415140871;87467;50000000000;4373350000000000
54;14225924923;87467;50000000000;4373350000000000
55;14466060730;87467;50000000000;4373350000000000
56;13949332916;87467;50000000000;4373350000000000
57;14132694339;87467;50000000000;4373350000000000
58;14534127399;87467;50000000000;4373350000000000
59;13989868639;87467;50000000000;4373350000000000
60;14314285101;87467;50000000000;4373350000000000
61;14307784456;87467;50000000000;4373350000000000
62;14410958755;87467;50000000000;4373350000000000
63;14202650178;87467;50000000000;4373350000000000
64;14160431774;87467;50000000000;4373350000000000
65;14083372984;87467;50000000000;4373350000000000
66;14160835406;87467;50000000000;4373350000000000
67;14620832302;87467;50000000000;4373350000000000
68;14103346890;87467;50000000000;4373350000000000
69;14136469198;87467;50000000000;4373350000000000
70;14221074488;87467;50000000000;4373350000000000
71;14417493066;87467;50000000000;4373350000000000
72;14182149852;87467;50000000000;4373350000000000
73;14225780062;87467;50000000000;4373350000000000
74;14102589437;87467;50000000000;4373350000000000
75;14236378213;87467;50000000000;4373350000000000
76;14330735143;87467;50000000000;4373350000000000
77;14403898880;87467;50000000000;4373350000000000
78;14221431692;87467;50000000000;4373350000000000
79;14270197820;87467;50000000000;4373350000000000
80;14217201316;87467;50000000000;4373350000000000
81;14250494457;87467;50000000000;4373350000000000
82;14326675234;87467;50000000000;4373350000000000
83;14215536534;87467;50000000000;4373350000000000
84;14281692858;87467;50000000000;4373350000000000
85;14311228315;87467;50000000000;4373350000000000
86;14331186161;87467;50000000000;4373350000000000
87;14069129305;87467;50000000000;4373350000000000
88;14381619993;87467;50000000000;4373350000000000
89;14223523873;87467;50000000000;4373350000000000
90;29276044421;87467;50000000000;4373350000000000
91;14264600442;87467;50000000000;4373350000000000
92;14343805158;87467;50000000000;4373350000000000
93;14092791393;87467;50000000000;4373350000000000
94;14156463294;87467;50000000000;4373350000000000
95;14314944616;87467;50000000000;4373350000000000
96;14090927268;87467;50000000000;4373350000000000
97;14226102752;87467;50000000000;4373350000000000
98;14263148386;87467;50000000000;4373350000000000
99;14231234287;87467;50000000000;4373350000000000
